Model,Manufacturer,Length (m),Width (m),Height (m),Area (m^2),"Cooling capacity (stated, kW)","Cooling capacity (central estimate, kW)",Source,Link,Spot check,Notes,Fan Diameter (m),Number of Fans,Fan estimate diameter (m),Type,Motor Horsepower
NC8422Z-1,SPX Cooling Technologies,9.09,6.83,8.26,62.13,9623.4,9623.4,pg. 12,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,5.79,1.0,5.79,Wet,150.0
AT 214-5O52,Evapco,15.75,4.25,6.79,66.93,11526.5,11526.5,p.73,https://www.evapco.com/sites/evapco.com/files/2025-07/AT25ENG_WEB.pdf,,,,,4.0375,,
AT 314-5K78,Evapco,23.66,4.25,6.79,100.53,12906.8,12906.9,p.74,https://www.evapco.com/sites/evapco.com/files/2025-07/AT25ENG_WEB.pdf,,,,,4.0375,,
AT 456-5K26,Evapco,17.38,7.85,6.79,136.38,16713.8,16713.9,p.77,https://www.evapco.com/sites/evapco.com/files/2025-07/AT25ENG_WEB.pdf,,,,,7.4575,,
AT 314-5O78,Evapco,23.66,4.25,6.79,100.53,17179.8,17179.8,p.74,https://www.evapco.com/sites/evapco.com/files/2025-07/AT25ENG_WEB.pdf,,,,,4.0375,,
AT 456-5O26,Evapco,17.38,7.85,6.79,136.38,22310.0,22310.0,p.77,https://www.evapco.com/sites/evapco.com/files/2025-07/AT25ENG_WEB.pdf,,,,,7.4575,,
CT10000 (per cell),Aggreko,4.06,2.44,4.18,9.9064,3333.33,3333.33,Aggreko product page,https://www.aggreko.com/en/products/hvac/cooling/cooling-towers/cooling-tower-10000-kw,,Packaged in 40 ft container frame; forced draft counterflow; variable speed fan drive,,1.0,2.318,Wet,
TM 6 Cell (per cell),Delta Cooling Towers,5.03,2.59,5.03,13.03,982 - 1758,1370.0,Delta Cooling product page,https://deltacooling.com/products/cooling-towers/tm-series-induced-draft-towers,,Induced draft counterflow; HDPE construction; 20-year shell warranty,,1.0,2.4604999999999997,Wet,90.0
AT 124-5T30-EV,Evapco,9.14,7.32,9.702,66.9,10677.884,10677.884,p.6,https://www.evapco.com/sites/evapco.com/files/2024-04/ATLS24MRKT.pdf,,2386 nominal tons per cell; counterflow induced draft; stainless steel construction; basin 24ft x 30ft,,1.0,6.954,Wet,150.0
MD 5030,SPX Cooling Technologies,11.0,11.0,,121.0,16676,16676.0,p.7,https://spxcooling.com/wp-content/uploads/MDE-26.pdf,,3790 tons max capacity; counterflow; preassembled modules; CTI certified,,1.0,10.45,Wet,
